REF_DATE,GEO,DGUID,Components of population growth,Sex,Age group,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2021/2022,"Halton, Ontario",2016A00033524,Deaths,Both sexes,All ages,Persons,249,units,0,v1060330356,170.2.1.1,4015,,,,0
2021/2022,"Halton, Ontario",2016A00033524,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060330689,170.3.1.1,7767,,,,0
2021/2022,"Halton, Ontario",2016A00033524,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060331022,170.4.1.1,1441,,,,0
2021/2022,"Halton, Ontario",2016A00033524,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060331355,170.5.1.1,1666,,,,0
2021/2022,"Halton, Ontario",2016A00033524,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060331688,170.6.1.1,985,,,,0
2021/2022,"Halton, Ontario",2016A00033524,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060332021,170.7.1.1,-1233,,,,0
2021/2022,"Halton, Ontario",2016A00033524,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060332354,170.8.1.1,2491,,,,0
2021/2022,"Halton, Ontario",2016A00033524,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060332687,170.9.1.1,647,,,,0
2021/2022,"Hamilton, Ontario",2016A00033525,Births,Both sexes,All ages,Persons,249,units,0,v1060333353,171.1.1.1,5968,,,,0
2021/2022,"Hamilton, Ontario",2016A00033525,Deaths,Both sexes,All ages,Persons,249,units,0,v1060333359,171.2.1.1,5605,,,,0
2021/2022,"Hamilton, Ontario",2016A00033525,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060333692,171.3.1.1,6383,,,,0
2021/2022,"Hamilton, Ontario",2016A00033525,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060334025,171.4.1.1,549,,,,0
2021/2022,"Hamilton, Ontario",2016A00033525,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060334358,171.5.1.1,478,,,,0
2021/2022,"Hamilton, Ontario",2016A00033525,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060334691,171.6.1.1,375,,,,0
2021/2022,"Hamilton, Ontario",2016A00033525,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060335024,171.7.1.1,-1866,,,,0
2021/2022,"Hamilton, Ontario",2016A00033525,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060335357,171.8.1.1,3413,,,,0
2021/2022,"Hamilton, Ontario",2016A00033525,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060335690,171.9.1.1,1751,,,,0
2021/2022,"Niagara, Ontario",2016A00033526,Births,Both sexes,All ages,Persons,249,units,0,v1060336356,172.1.1.1,4375,,,,0
2021/2022,"Niagara, Ontario",2016A00033526,Deaths,Both sexes,All ages,Persons,249,units,0,v1060336362,172.2.1.1,5438,,,,0
2021/2022,"Niagara, Ontario",2016A00033526,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060336695,172.3.1.1,3766,,,,0
2021/2022,"Niagara, Ontario",2016A00033526,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060337028,172.4.1.1,527,,,,0
2021/2022,"Niagara, Ontario",2016A00033526,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060337361,172.5.1.1,330,,,,0
2021/2022,"Niagara, Ontario",2016A00033526,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060337694,172.6.1.1,360,,,,0
2021/2022,"Niagara, Ontario",2016A00033526,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060338027,172.7.1.1,-2124,,,,0
2021/2022,"Niagara, Ontario",2016A00033526,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060338360,172.8.1.1,7202,,,,0
2021/2022,"Niagara, Ontario",2016A00033526,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060338693,172.9.1.1,2265,,,,0
2021/2022,"Haldimand-Norfolk, Ontario",2016A00033528,Births,Both sexes,All ages,Persons,249,units,0,v1060339359,173.1.1.1,1153,,,,0
2021/2022,"Haldimand-Norfolk, Ontario",2016A00033528,Deaths,Both sexes,All ages,Persons,249,units,0,v1060339365,173.2.1.1,1261,,,,0
2021/2022,"Haldimand-Norfolk, Ontario",2016A00033528,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060339698,173.3.1.1,214,,,,0
2021/2022,"Haldimand-Norfolk, Ontario",2016A00033528,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060340031,173.4.1.1,78,,,,0
2021/2022,"Haldimand-Norfolk, Ontario",2016A00033528,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060340364,173.5.1.1,93,,,,0
2021/2022,"Haldimand-Norfolk, Ontario",2016A00033528,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060340697,173.6.1.1,54,,,,0
2021/2022,"Haldimand-Norfolk, Ontario",2016A00033528,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060341030,173.7.1.1,-386,,,,0
2021/2022,"Haldimand-Norfolk, Ontario",2016A00033528,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060341363,173.8.1.1,2082,,,,0
2021/2022,"Haldimand-Norfolk, Ontario",2016A00033528,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060341696,173.9.1.1,334,,,,0
2021/2022,"Brant, Ontario",2016A00033529,Births,Both sexes,All ages,Persons,249,units,0,v1060342362,174.1.1.1,1682,,,,0
2021/2022,"Brant, Ontario",2016A00033529,Deaths,Both sexes,All ages,Persons,249,units,0,v1060342368,174.2.1.1,1626,,,,0
2021/2022,"Brant, Ontario",2016A00033529,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060342701,174.3.1.1,859,,,,0
2021/2022,"Brant, Ontario",2016A00033529,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060343034,174.4.1.1,68,,,,0
2021/2022,"Brant, Ontario",2016A00033529,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060343367,174.5.1.1,108,,,,0
2021/2022,"Brant, Ontario",2016A00033529,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060343700,174.6.1.1,47,,,,0
2021/2022,"Brant, Ontario",2016A00033529,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060344033,174.7.1.1,-477,,,,0
2021/2022,"Brant, Ontario",2016A00033529,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060344366,174.8.1.1,2866,,,,0
2021/2022,"Brant, Ontario",2016A00033529,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060344699,174.9.1.1,416,,,,0
2021/2022,"Waterloo, Ontario",2016A00033530,Births,Both sexes,All ages,Persons,249,units,0,v1060345365,175.1.1.1,6376,,,,0
2021/2022,"Waterloo, Ontario",2016A00033530,Deaths,Both sexes,All ages,Persons,249,units,0,v1060345371,175.2.1.1,4289,,,,0
2021/2022,"Waterloo, Ontario",2016A00033530,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060345704,175.3.1.1,10576,,,,0
2021/2022,"Waterloo, Ontario",2016A00033530,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060346037,175.4.1.1,1029,,,,0
2021/2022,"Waterloo, Ontario",2016A00033530,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060346370,175.5.1.1,704,,,,0
2021/2022,"Waterloo, Ontario",2016A00033530,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060346703,175.6.1.1,703,,,,0
2021/2022,"Waterloo, Ontario",2016A00033530,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060347036,175.7.1.1,-2384,,,,0
2021/2022,"Waterloo, Ontario",2016A00033530,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060347369,175.8.1.1,2561,,,,0
2021/2022,"Waterloo, Ontario",2016A00033530,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060347702,175.9.1.1,10839,,,,0
2021/2022,"Perth, Ontario",2016A00033531,Births,Both sexes,All ages,Persons,249,units,0,v1060348368,176.1.1.1,1013,,,,0
2021/2022,"Perth, Ontario",2016A00033531,Deaths,Both sexes,All ages,Persons,249,units,0,v1060348374,176.2.1.1,868,,,,0
2021/2022,"Perth, Ontario",2016A00033531,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060348707,176.3.1.1,342,,,,0
2021/2022,"Perth, Ontario",2016A00033531,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060349040,176.4.1.1,87,,,,0
2021/2022,"Perth, Ontario",2016A00033531,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060349373,176.5.1.1,78,,,,0
2021/2022,"Perth, Ontario",2016A00033531,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060349706,176.6.1.1,59,,,,0
2021/2022,"Perth, Ontario",2016A00033531,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060350039,176.7.1.1,-152,,,,0
2021/2022,"Perth, Ontario",2016A00033531,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060350372,176.8.1.1,1063,,,,0
2021/2022,"Perth, Ontario",2016A00033531,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060350705,176.9.1.1,99,,,,0
2021/2022,"Oxford, Ontario",2016A00033532,Births,Both sexes,All ages,Persons,249,units,0,v1060351371,177.1.1.1,1458,,,,0
2021/2022,"Oxford, Ontario",2016A00033532,Deaths,Both sexes,All ages,Persons,249,units,0,v1060351377,177.2.1.1,1135,,,,0
2021/2022,"Oxford, Ontario",2016A00033532,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060351710,177.3.1.1,453,,,,0
2021/2022,"Oxford, Ontario",2016A00033532,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060352043,177.4.1.1,70,,,,0
2021/2022,"Oxford, Ontario",2016A00033532,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060352376,177.5.1.1,74,,,,0
2021/2022,"Oxford, Ontario",2016A00033532,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060352709,177.6.1.1,48,,,,0
2021/2022,"Oxford, Ontario",2016A00033532,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060353042,177.7.1.1,-463,,,,0
2021/2022,"Oxford, Ontario",2016A00033532,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060353375,177.8.1.1,2587,,,,0
2021/2022,"Oxford, Ontario",2016A00033532,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060353708,177.9.1.1,174,,,,0
2021/2022,"Elgin, Ontario",2016A00033534,Births,Both sexes,All ages,Persons,249,units,0,v1060354374,178.1.1.1,1066,,,,0
2021/2022,"Elgin, Ontario",2016A00033534,Deaths,Both sexes,All ages,Persons,249,units,0,v1060354380,178.2.1.1,1008,,,,0
2021/2022,"Elgin, Ontario",2016A00033534,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060354713,178.3.1.1,179,,,,0
2021/2022,"Elgin, Ontario",2016A00033534,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060355046,178.4.1.1,59,,,,0
2021/2022,"Elgin, Ontario",2016A00033534,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060355379,178.5.1.1,84,,,,0
2021/2022,"Elgin, Ontario",2016A00033534,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060355712,178.6.1.1,40,,,,0
2021/2022,"Elgin, Ontario",2016A00033534,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060356045,178.7.1.1,-326,,,,0
2021/2022,"Elgin, Ontario",2016A00033534,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060356378,178.8.1.1,1736,,,,0
2021/2022,"Elgin, Ontario",2016A00033534,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060356711,178.9.1.1,215,,,,0
2021/2022,"Chatham-Kent, Ontario",2016A00033536,Births,Both sexes,All ages,Persons,249,units,0,v1060357377,179.1.1.1,1051,,,,0
2021/2022,"Chatham-Kent, Ontario",2016A00033536,Deaths,Both sexes,All ages,Persons,249,units,0,v1060357383,179.2.1.1,1297,,,,0
2021/2022,"Chatham-Kent, Ontario",2016A00033536,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060357716,179.3.1.1,271,,,,0
2021/2022,"Chatham-Kent, Ontario",2016A00033536,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060358049,179.4.1.1,70,,,,0
2021/2022,"Chatham-Kent, Ontario",2016A00033536,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060358382,179.5.1.1,54,,,,0
2021/2022,"Chatham-Kent, Ontario",2016A00033536,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060358715,179.6.1.1,48,,,,0
2021/2022,"Chatham-Kent, Ontario",2016A00033536,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060359048,179.7.1.1,-229,,,,0
2021/2022,"Chatham-Kent, Ontario",2016A00033536,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060359381,179.8.1.1,1127,,,,0
2021/2022,"Chatham-Kent, Ontario",2016A00033536,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060359714,179.9.1.1,162,,,,0
2021/2022,"Essex, Ontario",2016A00033537,Births,Both sexes,All ages,Persons,249,units,0,v1060360380,180.1.1.1,3900,,,,0
2021/2022,"Essex, Ontario",2016A00033537,Deaths,Both sexes,All ages,Persons,249,units,0,v1060360386,180.2.1.1,4130,,,,0
2021/2022,"Essex, Ontario",2016A00033537,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060360719,180.3.1.1,4632,,,,0
2021/2022,"Essex, Ontario",2016A00033537,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060361052,180.4.1.1,807,,,,0
2021/2022,"Essex, Ontario",2016A00033537,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060361385,180.5.1.1,522,,,,0
2021/2022,"Essex, Ontario",2016A00033537,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060361718,180.6.1.1,551,,,,0
2021/2022,"Essex, Ontario",2016A00033537,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060362051,180.7.1.1,-1237,,,,0
2021/2022,"Essex, Ontario",2016A00033537,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060362384,180.8.1.1,-203,,,,0
2021/2022,"Essex, Ontario",2016A00033537,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060362717,180.9.1.1,7793,,,,0
2021/2022,"Lambton, Ontario",2016A00033538,Births,Both sexes,All ages,Persons,249,units,0,v1060363383,181.1.1.1,1240,,,,0
2021/2022,"Lambton, Ontario",2016A00033538,Deaths,Both sexes,All ages,Persons,249,units,0,v1060363389,181.2.1.1,1601,,,,0
2021/2022,"Lambton, Ontario",2016A00033538,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060363722,181.3.1.1,450,,,,0
2021/2022,"Lambton, Ontario",2016A00033538,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060364055,181.4.1.1,105,,,,0
2021/2022,"Lambton, Ontario",2016A00033538,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060364388,181.5.1.1,74,,,,0
2021/2022,"Lambton, Ontario",2016A00033538,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060364721,181.6.1.1,71,,,,0
2021/2022,"Lambton, Ontario",2016A00033538,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060365054,181.7.1.1,-232,,,,0
2021/2022,"Lambton, Ontario",2016A00033538,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060365387,181.8.1.1,605,,,,0
2021/2022,"Lambton, Ontario",2016A00033538,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060365720,181.9.1.1,1419,,,,0
2021/2022,"Middlesex, Ontario",2016A00033539,Births,Both sexes,All ages,Persons,249,units,0,v1060366386,182.1.1.1,5016,,,,0
2021/2022,"Middlesex, Ontario",2016A00033539,Deaths,Both sexes,All ages,Persons,249,units,0,v1060366392,182.2.1.1,4447,,,,0
2021/2022,"Middlesex, Ontario",2016A00033539,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060366725,182.3.1.1,7056,,,,0
2021/2022,"Middlesex, Ontario",2016A00033539,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060367058,182.4.1.1,566,,,,0
2021/2022,"Middlesex, Ontario",2016A00033539,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060367391,182.5.1.1,600,,,,0
2021/2022,"Middlesex, Ontario",2016A00033539,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060367724,182.6.1.1,387,,,,0
2021/2022,"Middlesex, Ontario",2016A00033539,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060368057,182.7.1.1,-1023,,,,0
2021/2022,"Middlesex, Ontario",2016A00033539,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060368390,182.8.1.1,3544,,,,0
2021/2022,"Middlesex, Ontario",2016A00033539,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060368723,182.9.1.1,6141,,,,0
2021/2022,"Huron, Ontario",2016A00033540,Births,Both sexes,All ages,Persons,249,units,0,v1060369389,183.1.1.1,714,,,,0
2021/2022,"Huron, Ontario",2016A00033540,Deaths,Both sexes,All ages,Persons,249,units,0,v1060369395,183.2.1.1,717,,,,0
2021/2022,"Huron, Ontario",2016A00033540,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060369728,183.3.1.1,108,,,,0
2021/2022,"Huron, Ontario",2016A00033540,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060370061,183.4.1.1,67,,,,0
2021/2022,"Huron, Ontario",2016A00033540,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060370394,183.5.1.1,35,,,,0
2021/2022,"Huron, Ontario",2016A00033540,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060370727,183.6.1.1,45,,,,0
2021/2022,"Huron, Ontario",2016A00033540,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060371060,183.7.1.1,-166,,,,0
2021/2022,"Huron, Ontario",2016A00033540,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060371393,183.8.1.1,747,,,,0
2021/2022,"Huron, Ontario",2016A00033540,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060371726,183.9.1.1,98,,,,0
2021/2022,"Bruce, Ontario",2016A00033541,Births,Both sexes,All ages,Persons,249,units,0,v1060372392,184.1.1.1,859,,,,0
2021/2022,"Bruce, Ontario",2016A00033541,Deaths,Both sexes,All ages,Persons,249,units,0,v1060372398,184.2.1.1,795,,,,0
2021/2022,"Bruce, Ontario",2016A00033541,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060372731,184.3.1.1,134,,,,0
2021/2022,"Bruce, Ontario",2016A00033541,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060373064,184.4.1.1,61,,,,0
2021/2022,"Bruce, Ontario",2016A00033541,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060373397,184.5.1.1,20,,,,0
2021/2022,"Bruce, Ontario",2016A00033541,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060373730,184.6.1.1,42,,,,0
2021/2022,"Bruce, Ontario",2016A00033541,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060374063,184.7.1.1,-48,,,,0
2021/2022,"Bruce, Ontario",2016A00033541,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060374396,184.8.1.1,1293,,,,0
2021/2022,"Bruce, Ontario",2016A00033541,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060374729,184.9.1.1,2,,,,0
2021/2022,"Grey, Ontario",2016A00033542,Births,Both sexes,All ages,Persons,249,units,0,v1060375395,185.1.1.1,999,,,,0
2021/2022,"Grey, Ontario",2016A00033542,Deaths,Both sexes,All ages,Persons,249,units,0,v1060375401,185.2.1.1,1299,,,,0
2021/2022,"Grey, Ontario",2016A00033542,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060375734,185.3.1.1,188,,,,0
2021/2022,"Grey, Ontario",2016A00033542,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060376067,185.4.1.1,78,,,,0
2021/2022,"Grey, Ontario",2016A00033542,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060376400,185.5.1.1,45,,,,0
2021/2022,"Grey, Ontario",2016A00033542,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060376733,185.6.1.1,53,,,,0
2021/2022,"Grey, Ontario",2016A00033542,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060377066,185.7.1.1,-359,,,,0
2021/2022,"Grey, Ontario",2016A00033542,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060377399,185.8.1.1,2222,,,,0
2021/2022,"Grey, Ontario",2016A00033542,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060377732,185.9.1.1,153,,,,0
2021/2022,"Simcoe, Ontario",2016A00033543,Births,Both sexes,All ages,Persons,249,units,0,v1060378398,186.1.1.1,5350,,,,0
2021/2022,"Simcoe, Ontario",2016A00033543,Deaths,Both sexes,All ages,Persons,249,units,0,v1060378404,186.2.1.1,5006,,,,0
2021/2022,"Simcoe, Ontario",2016A00033543,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060378737,186.3.1.1,2771,,,,0
2021/2022,"Simcoe, Ontario",2016A00033543,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060379070,186.4.1.1,319,,,,0
2021/2022,"Simcoe, Ontario",2016A00033543,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060379403,186.5.1.1,246,,,,0
2021/2022,"Simcoe, Ontario",2016A00033543,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060379736,186.6.1.1,218,,,,0
2021/2022,"Simcoe, Ontario",2016A00033543,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060380069,186.7.1.1,-3287,,,,0
2021/2022,"Simcoe, Ontario",2016A00033543,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060380402,186.8.1.1,12052,,,,0
2021/2022,"Simcoe, Ontario",2016A00033543,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060380735,186.9.1.1,3090,,,,0
2021/2022,"Muskoka, Ontario",2016A00033544,Births,Both sexes,All ages,Persons,249,units,0,v1060381401,187.1.1.1,476,,,,0
2021/2022,"Muskoka, Ontario",2016A00033544,Deaths,Both sexes,All ages,Persons,249,units,0,v1060381407,187.2.1.1,795,,,,0
2021/2022,"Muskoka, Ontario",2016A00033544,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060381740,187.3.1.1,157,,,,0
2021/2022,"Muskoka, Ontario",2016A00033544,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060382073,187.4.1.1,45,,,,0
2021/2022,"Muskoka, Ontario",2016A00033544,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060382406,187.5.1.1,55,,,,0
2021/2022,"Muskoka, Ontario",2016A00033544,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060382739,187.6.1.1,31,,,,0
2021/2022,"Muskoka, Ontario",2016A00033544,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060383072,187.7.1.1,-201,,,,0
2021/2022,"Muskoka, Ontario",2016A00033544,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060383405,187.8.1.1,1503,,,,0
2021/2022,"Muskoka, Ontario",2016A00033544,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060383738,187.9.1.1,298,,,,0
2021/2022,"Haliburton, Ontario",2016A00033546,Births,Both sexes,All ages,Persons,249,units,0,v1060384404,188.1.1.1,107,,,,0
2021/2022,"Haliburton, Ontario",2016A00033546,Deaths,Both sexes,All ages,Persons,249,units,0,v1060384410,188.2.1.1,270,,,,0
2021/2022,"Haliburton, Ontario",2016A00033546,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060384743,188.3.1.1,28,,,,0
2021/2022,"Haliburton, Ontario",2016A00033546,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060385076,188.4.1.1,17,,,,0
2021/2022,"Haliburton, Ontario",2016A00033546,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060385409,188.5.1.1,5,,,,0
2021/2022,"Haliburton, Ontario",2016A00033546,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060385742,188.6.1.1,11,,,,0
2021/2022,"Haliburton, Ontario",2016A00033546,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060386075,188.7.1.1,-40,,,,0
2021/2022,"Haliburton, Ontario",2016A00033546,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060386408,188.8.1.1,685,,,,0
2021/2022,"Haliburton, Ontario",2016A00033546,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060386741,188.9.1.1,11,,,,0
2021/2022,"Renfrew, Ontario",2016A00033547,Births,Both sexes,All ages,Persons,249,units,0,v1060387407,189.1.1.1,1098,,,,0
2021/2022,"Renfrew, Ontario",2016A00033547,Deaths,Both sexes,All ages,Persons,249,units,0,v1060387413,189.2.1.1,1237,,,,0
2021/2022,"Renfrew, Ontario",2016A00033547,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060387746,189.3.1.1,139,,,,0
2021/2022,"Renfrew, Ontario",2016A00033547,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060388079,189.4.1.1,140,,,,0
2021/2022,"Renfrew, Ontario",2016A00033547,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060388412,189.5.1.1,40,,,,0
2021/2022,"Renfrew, Ontario",2016A00033547,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060388745,189.6.1.1,96,,,,0
2021/2022,"Renfrew, Ontario",2016A00033547,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060389078,189.7.1.1,-448,,,,0
2021/2022,"Renfrew, Ontario",2016A00033547,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060389411,189.8.1.1,1381,,,,0
2021/2022,"Renfrew, Ontario",2016A00033547,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060389744,189.9.1.1,30,,,,0
2021/2022,"Nipissing, Ontario",2016A00033548,Births,Both sexes,All ages,Persons,249,units,0,v1060390410,190.1.1.1,701,,,,0
2021/2022,"Nipissing, Ontario",2016A00033548,Deaths,Both sexes,All ages,Persons,249,units,0,v1060390416,190.2.1.1,998,,,,0
2021/2022,"Nipissing, Ontario",2016A00033548,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060390749,190.3.1.1,234,,,,0
2021/2022,"Nipissing, Ontario",2016A00033548,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060391082,190.4.1.1,72,,,,0
2021/2022,"Nipissing, Ontario",2016A00033548,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060391415,190.5.1.1,40,,,,0
2021/2022,"Nipissing, Ontario",2016A00033548,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060391748,190.6.1.1,49,,,,0
2021/2022,"Nipissing, Ontario",2016A00033548,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060392081,190.7.1.1,-287,,,,0
2021/2022,"Nipissing, Ontario",2016A00033548,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060392414,190.8.1.1,1119,,,,0
2021/2022,"Nipissing, Ontario",2016A00033548,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060392747,190.9.1.1,2010,,,,0
