REF_DATE,GEO,DGUID,Components of population growth,Sex,Age group,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2021/2022,"Parry Sound, Ontario",2016A00033549,Births,Both sexes,All ages,Persons,249,units,0,v1060393413,191.1.1.1,342,,,,0
2021/2022,"Parry Sound, Ontario",2016A00033549,Deaths,Both sexes,All ages,Persons,249,units,0,v1060393419,191.2.1.1,558,,,,0
2021/2022,"Parry Sound, Ontario",2016A00033549,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060393752,191.3.1.1,37,,,,0
2021/2022,"Parry Sound, Ontario",2016A00033549,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060394085,191.4.1.1,3,,,,0
2021/2022,"Parry Sound, Ontario",2016A00033549,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060394418,191.5.1.1,20,,,,0
2021/2022,"Parry Sound, Ontario",2016A00033549,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060394751,191.6.1.1,2,,,,0
2021/2022,"Parry Sound, Ontario",2016A00033549,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060395084,191.7.1.1,-144,,,,0
2021/2022,"Parry Sound, Ontario",2016A00033549,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060395417,191.8.1.1,866,,,,0
2021/2022,"Parry Sound, Ontario",2016A00033549,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060395750,191.9.1.1,147,,,,0
2021/2022,"Manitoulin, Ontario",2016A00033551,Births,Both sexes,All ages,Persons,249,units,0,v1060396416,192.1.1.1,116,,,,0
2021/2022,"Manitoulin, Ontario",2016A00033551,Deaths,Both sexes,All ages,Persons,249,units,0,v1060396422,192.2.1.1,183,,,,0
2021/2022,"Manitoulin, Ontario",2016A00033551,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060396755,192.3.1.1,7,,,,0
2021/2022,"Manitoulin, Ontario",2016A00033551,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060397088,192.4.1.1,5,,,,0
2021/2022,"Manitoulin, Ontario",2016A00033551,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060397421,192.5.1.1,0,,,,0
2021/2022,"Manitoulin, Ontario",2016A00033551,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060397754,192.6.1.1,4,,,,0
2021/2022,"Manitoulin, Ontario",2016A00033551,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060398087,192.7.1.1,28,,,,0
2021/2022,"Manitoulin, Ontario",2016A00033551,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060398420,192.8.1.1,272,,,,0
2021/2022,"Manitoulin, Ontario",2016A00033551,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060398753,192.9.1.1,1,,,,0
2021/2022,"Sudbury, Ontario",2016A00033552,Births,Both sexes,All ages,Persons,249,units,0,v1060399419,193.1.1.1,173,,,,0
2021/2022,"Sudbury, Ontario",2016A00033552,Deaths,Both sexes,All ages,Persons,249,units,0,v1060399425,193.2.1.1,259,,,,0
2021/2022,"Sudbury, Ontario",2016A00033552,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060399758,193.3.1.1,22,,,,0
2021/2022,"Sudbury, Ontario",2016A00033552,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060400091,193.4.1.1,0,,,,0
2021/2022,"Sudbury, Ontario",2016A00033552,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060400424,193.5.1.1,5,,,,0
2021/2022,"Sudbury, Ontario",2016A00033552,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060400757,193.6.1.1,0,,,,0
2021/2022,"Sudbury, Ontario",2016A00033552,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060401090,193.7.1.1,-28,,,,0
2021/2022,"Sudbury, Ontario",2016A00033552,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060401423,193.8.1.1,394,,,,0
2021/2022,"Sudbury, Ontario",2016A00033552,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060401756,193.9.1.1,19,,,,0
2021/2022,"Greater Sudbury, Ontario",2016A00033553,Births,Both sexes,All ages,Persons,249,units,0,v1060402422,194.1.1.1,1480,,,,0
2021/2022,"Greater Sudbury, Ontario",2016A00033553,Deaths,Both sexes,All ages,Persons,249,units,0,v1060402428,194.2.1.1,1784,,,,0
2021/2022,"Greater Sudbury, Ontario",2016A00033553,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060402761,194.3.1.1,1301,,,,0
2021/2022,"Greater Sudbury, Ontario",2016A00033553,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060403094,194.4.1.1,65,,,,0
2021/2022,"Greater Sudbury, Ontario",2016A00033553,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060403427,194.5.1.1,50,,,,0
2021/2022,"Greater Sudbury, Ontario",2016A00033553,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060403760,194.6.1.1,45,,,,0
2021/2022,"Greater Sudbury, Ontario",2016A00033553,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060404093,194.7.1.1,-319,,,,0
2021/2022,"Greater Sudbury, Ontario",2016A00033553,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060404426,194.8.1.1,240,,,,0
2021/2022,"Greater Sudbury, Ontario",2016A00033553,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060404759,194.9.1.1,1462,,,,0
2021/2022,"Timiskaming, Ontario",2016A00033554,Births,Both sexes,All ages,Persons,249,units,0,v1060405425,195.1.1.1,316,,,,0
2021/2022,"Timiskaming, Ontario",2016A00033554,Deaths,Both sexes,All ages,Persons,249,units,0,v1060405431,195.2.1.1,431,,,,0
2021/2022,"Timiskaming, Ontario",2016A00033554,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060405764,195.3.1.1,64,,,,0
2021/2022,"Timiskaming, Ontario",2016A00033554,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060406097,195.4.1.1,36,,,,0
2021/2022,"Timiskaming, Ontario",2016A00033554,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060406430,195.5.1.1,10,,,,0
2021/2022,"Timiskaming, Ontario",2016A00033554,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060406763,195.6.1.1,25,,,,0
2021/2022,"Timiskaming, Ontario",2016A00033554,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060407096,195.7.1.1,-51,,,,0
2021/2022,"Timiskaming, Ontario",2016A00033554,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060407429,195.8.1.1,311,,,,0
2021/2022,"Timiskaming, Ontario",2016A00033554,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060407762,195.9.1.1,0,,,,0
2021/2022,"Cochrane, Ontario",2016A00033556,Births,Both sexes,All ages,Persons,249,units,0,v1060408428,196.1.1.1,696,,,,0
2021/2022,"Cochrane, Ontario",2016A00033556,Deaths,Both sexes,All ages,Persons,249,units,0,v1060408434,196.2.1.1,933,,,,0
2021/2022,"Cochrane, Ontario",2016A00033556,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060408767,196.3.1.1,313,,,,0
2021/2022,"Cochrane, Ontario",2016A00033556,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060409100,196.4.1.1,16,,,,0
2021/2022,"Cochrane, Ontario",2016A00033556,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060409433,196.5.1.1,5,,,,0
2021/2022,"Cochrane, Ontario",2016A00033556,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060409766,196.6.1.1,11,,,,0
2021/2022,"Cochrane, Ontario",2016A00033556,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060410099,196.7.1.1,-161,,,,0
2021/2022,"Cochrane, Ontario",2016A00033556,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060410432,196.8.1.1,268,,,,0
2021/2022,"Cochrane, Ontario",2016A00033556,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060410765,196.9.1.1,313,,,,0
2021/2022,"Algoma, Ontario",2016A00033557,Births,Both sexes,All ages,Persons,249,units,0,v1060411431,197.1.1.1,899,,,,0
2021/2022,"Algoma, Ontario",2016A00033557,Deaths,Both sexes,All ages,Persons,249,units,0,v1060411437,197.2.1.1,1646,,,,0
2021/2022,"Algoma, Ontario",2016A00033557,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060411770,197.3.1.1,365,,,,0
2021/2022,"Algoma, Ontario",2016A00033557,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060412103,197.4.1.1,86,,,,0
2021/2022,"Algoma, Ontario",2016A00033557,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060412436,197.5.1.1,79,,,,0
2021/2022,"Algoma, Ontario",2016A00033557,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060412769,197.6.1.1,59,,,,0
2021/2022,"Algoma, Ontario",2016A00033557,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060413102,197.7.1.1,-92,,,,0
2021/2022,"Algoma, Ontario",2016A00033557,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060413435,197.8.1.1,800,,,,0
2021/2022,"Algoma, Ontario",2016A00033557,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060413768,197.9.1.1,1021,,,,0
2021/2022,"Thunder Bay, Ontario",2016A00033558,Births,Both sexes,All ages,Persons,249,units,0,v1060414434,198.1.1.1,1365,,,,0
2021/2022,"Thunder Bay, Ontario",2016A00033558,Deaths,Both sexes,All ages,Persons,249,units,0,v1060414440,198.2.1.1,1810,,,,0
2021/2022,"Thunder Bay, Ontario",2016A00033558,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060414773,198.3.1.1,898,,,,0
2021/2022,"Thunder Bay, Ontario",2016A00033558,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060415106,198.4.1.1,95,,,,0
2021/2022,"Thunder Bay, Ontario",2016A00033558,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060415439,198.5.1.1,50,,,,0
2021/2022,"Thunder Bay, Ontario",2016A00033558,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060415772,198.6.1.1,65,,,,0
2021/2022,"Thunder Bay, Ontario",2016A00033558,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060416105,198.7.1.1,-672,,,,0
2021/2022,"Thunder Bay, Ontario",2016A00033558,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060416438,198.8.1.1,-116,,,,0
2021/2022,"Thunder Bay, Ontario",2016A00033558,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060416771,198.9.1.1,647,,,,0
2021/2022,"Rainy River, Ontario",2016A00033559,Births,Both sexes,All ages,Persons,249,units,0,v1060417437,199.1.1.1,218,,,,0
2021/2022,"Rainy River, Ontario",2016A00033559,Deaths,Both sexes,All ages,Persons,249,units,0,v1060417443,199.2.1.1,258,,,,0
2021/2022,"Rainy River, Ontario",2016A00033559,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060417776,199.3.1.1,44,,,,0
2021/2022,"Rainy River, Ontario",2016A00033559,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060418109,199.4.1.1,20,,,,0
2021/2022,"Rainy River, Ontario",2016A00033559,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060418442,199.5.1.1,10,,,,0
2021/2022,"Rainy River, Ontario",2016A00033559,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060418775,199.6.1.1,14,,,,0
2021/2022,"Rainy River, Ontario",2016A00033559,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060419108,199.7.1.1,-69,,,,0
2021/2022,"Rainy River, Ontario",2016A00033559,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060419441,199.8.1.1,53,,,,0
2021/2022,"Rainy River, Ontario",2016A00033559,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060419774,199.9.1.1,37,,,,0
2021/2022,"Kenora, Ontario",2016A00033560,Births,Both sexes,All ages,Persons,249,units,0,v1060420440,200.1.1.1,956,,,,0
2021/2022,"Kenora, Ontario",2016A00033560,Deaths,Both sexes,All ages,Persons,249,units,0,v1060420446,200.2.1.1,703,,,,0
2021/2022,"Kenora, Ontario",2016A00033560,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060420779,200.3.1.1,161,,,,0
2021/2022,"Kenora, Ontario",2016A00033560,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060421112,200.4.1.1,67,,,,0
2021/2022,"Kenora, Ontario",2016A00033560,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060421445,200.5.1.1,10,,,,0
2021/2022,"Kenora, Ontario",2016A00033560,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060421778,200.6.1.1,46,,,,0
2021/2022,"Kenora, Ontario",2016A00033560,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060422111,200.7.1.1,-3,,,,0
2021/2022,"Kenora, Ontario",2016A00033560,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060422444,200.8.1.1,-80,,,,0
2021/2022,"Kenora, Ontario",2016A00033560,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060422777,200.9.1.1,90,,,,0
2021/2022,Manitoba,2016A000246,Births,Both sexes,All ages,Persons,249,units,0,v1060423443,201.1.1.1,15258,,,,0
2021/2022,Manitoba,2016A000246,Deaths,Both sexes,All ages,Persons,249,units,0,v1060423449,201.2.1.1,12477,,,,0
2021/2022,Manitoba,2016A000246,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060423782,201.3.1.1,21340,,,,0
2021/2022,Manitoba,2016A000246,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060424115,201.4.1.1,1256,,,,0
2021/2022,Manitoba,2016A000246,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060424448,201.5.1.1,1232,,,,0
2021/2022,Manitoba,2016A000246,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060424781,201.6.1.1,408,,,,0
2021/2022,Manitoba,2016A000246,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060425114,201.7.1.1,-10203,,,,0
2021/2022,Manitoba,2016A000246,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060425447,201.8.1.1,0,,,,0
2021/2022,Manitoba,2016A000246,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060425780,201.9.1.1,3758,,,,0
2021/2022,"Division No. 1, Manitoba",2016A00034601,Births,Both sexes,All ages,Persons,249,units,0,v1060426446,202.1.1.1,139,,,,0
2021/2022,"Division No. 1, Manitoba",2016A00034601,Deaths,Both sexes,All ages,Persons,249,units,0,v1060426452,202.2.1.1,215,,,,0
2021/2022,"Division No. 1, Manitoba",2016A00034601,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060426785,202.3.1.1,47,,,,0
2021/2022,"Division No. 1, Manitoba",2016A00034601,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060427118,202.4.1.1,20,,,,0
2021/2022,"Division No. 1, Manitoba",2016A00034601,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060427451,202.5.1.1,5,,,,0
2021/2022,"Division No. 1, Manitoba",2016A00034601,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060427784,202.6.1.1,5,,,,0
2021/2022,"Division No. 1, Manitoba",2016A00034601,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060428117,202.7.1.1,-54,,,,0
2021/2022,"Division No. 1, Manitoba",2016A00034601,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060428450,202.8.1.1,218,,,,0
2021/2022,"Division No. 1, Manitoba",2016A00034601,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060428783,202.9.1.1,1,,,,0
2021/2022,"Division No. 2, Manitoba",2016A00034602,Births,Both sexes,All ages,Persons,249,units,0,v1060429449,203.1.1.1,1374,,,,0
2021/2022,"Division No. 2, Manitoba",2016A00034602,Deaths,Both sexes,All ages,Persons,249,units,0,v1060429455,203.2.1.1,558,,,,0
2021/2022,"Division No. 2, Manitoba",2016A00034602,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060429788,203.3.1.1,604,,,,0
2021/2022,"Division No. 2, Manitoba",2016A00034602,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060430121,203.4.1.1,58,,,,0
2021/2022,"Division No. 2, Manitoba",2016A00034602,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060430454,203.5.1.1,98,,,,0
2021/2022,"Division No. 2, Manitoba",2016A00034602,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060430787,203.6.1.1,14,,,,0
2021/2022,"Division No. 2, Manitoba",2016A00034602,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060431120,203.7.1.1,-285,,,,0
2021/2022,"Division No. 2, Manitoba",2016A00034602,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060431453,203.8.1.1,849,,,,0
2021/2022,"Division No. 2, Manitoba",2016A00034602,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060431786,203.9.1.1,82,,,,0
2021/2022,"Division No. 3, Manitoba",2016A00034603,Births,Both sexes,All ages,Persons,249,units,0,v1060432452,204.1.1.1,870,,,,0
2021/2022,"Division No. 3, Manitoba",2016A00034603,Deaths,Both sexes,All ages,Persons,249,units,0,v1060432458,204.2.1.1,412,,,,0
2021/2022,"Division No. 3, Manitoba",2016A00034603,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060432791,204.3.1.1,1051,,,,0
2021/2022,"Division No. 3, Manitoba",2016A00034603,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060433124,204.4.1.1,126,,,,0
2021/2022,"Division No. 3, Manitoba",2016A00034603,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060433457,204.5.1.1,163,,,,0
2021/2022,"Division No. 3, Manitoba",2016A00034603,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060433790,204.6.1.1,31,,,,0
2021/2022,"Division No. 3, Manitoba",2016A00034603,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060434123,204.7.1.1,-518,,,,0
2021/2022,"Division No. 3, Manitoba",2016A00034603,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060434456,204.8.1.1,-133,,,,0
2021/2022,"Division No. 3, Manitoba",2016A00034603,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060434789,204.9.1.1,119,,,,0
2021/2022,"Division No. 4, Manitoba",2016A00034604,Births,Both sexes,All ages,Persons,249,units,0,v1060435455,205.1.1.1,132,,,,0
2021/2022,"Division No. 4, Manitoba",2016A00034604,Deaths,Both sexes,All ages,Persons,249,units,0,v1060435461,205.2.1.1,109,,,,0
2021/2022,"Division No. 4, Manitoba",2016A00034604,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060435794,205.3.1.1,25,,,,0
2021/2022,"Division No. 4, Manitoba",2016A00034604,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060436127,205.4.1.1,0,,,,0
2021/2022,"Division No. 4, Manitoba",2016A00034604,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060436460,205.5.1.1,0,,,,0
2021/2022,"Division No. 4, Manitoba",2016A00034604,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060436793,205.6.1.1,0,,,,0
2021/2022,"Division No. 4, Manitoba",2016A00034604,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060437126,205.7.1.1,-47,,,,0
2021/2022,"Division No. 4, Manitoba",2016A00034604,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060437459,205.8.1.1,76,,,,0
2021/2022,"Division No. 4, Manitoba",2016A00034604,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060437792,205.9.1.1,20,,,,0
2021/2022,"Division No. 5, Manitoba",2016A00034605,Births,Both sexes,All ages,Persons,249,units,0,v1060438458,206.1.1.1,139,,,,0
2021/2022,"Division No. 5, Manitoba",2016A00034605,Deaths,Both sexes,All ages,Persons,249,units,0,v1060438464,206.2.1.1,170,,,,0
2021/2022,"Division No. 5, Manitoba",2016A00034605,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060438797,206.3.1.1,70,,,,0
2021/2022,"Division No. 5, Manitoba",2016A00034605,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060439130,206.4.1.1,0,,,,0
2021/2022,"Division No. 5, Manitoba",2016A00034605,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060439463,206.5.1.1,10,,,,0
2021/2022,"Division No. 5, Manitoba",2016A00034605,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060439796,206.6.1.1,0,,,,0
2021/2022,"Division No. 5, Manitoba",2016A00034605,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060440129,206.7.1.1,-30,,,,0
2021/2022,"Division No. 5, Manitoba",2016A00034605,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060440462,206.8.1.1,38,,,,0
2021/2022,"Division No. 5, Manitoba",2016A00034605,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060440795,206.9.1.1,1,,,,0
2021/2022,"Division No. 6, Manitoba",2016A00034606,Births,Both sexes,All ages,Persons,249,units,0,v1060441461,207.1.1.1,132,,,,0
